axiom,family,module,origin,primary_kernel,shape_class,arith_domain,primitive_steps,peak_bignum_bits,max_nat_literal_digits,note,law,law_note,pred_cpu_s,pred_rss_mb,decides
MathExtras.RS62Ladder.lr_lx_lb_057._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_lb_057,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_058._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_lb_058,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_059._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_lb_059,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_060._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_lb_060,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_061._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesB,MathExtras.RS62Ladder.lr_lx_lb_061,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_062._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lx_lb_062,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_063._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lx_lb_063,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_064._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lx_lb_064,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_065._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lx_lb_065,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_066._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lx_lb_066,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_067._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lx_lb_067,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_068._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lx_lb_068,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_069._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lx_lb_069,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_070._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lx_lb_070,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_071._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lx_lb_071,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_072._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lx_lb_072,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_073._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lx_lb_073,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_074._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lx_lb_074,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_075._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lx_lb_075,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_076._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lx_lb_076,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_077._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lx_lb_077,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_078._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lx_lb_078,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_079._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lx_lb_079,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_080._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lx_lb_080,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_081._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lx_lb_081,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_082._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lx_lb_082,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_083._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lx_lb_083,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_084._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lx_lb_084,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_085._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lx_lb_085,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_086._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lx_lb_086,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_087._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lx_lb_087,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_088._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lx_lb_088,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_089._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lx_lb_089,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_090._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lx_lb_090,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_091._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesC,MathExtras.RS62Ladder.lr_lx_lb_091,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_092._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lx_lb_092,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_093._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lx_lb_093,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_094._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lx_lb_094,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_095._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lx_lb_095,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_096._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lx_lb_096,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_097._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lx_lb_097,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_098._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lx_lb_098,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_099._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lx_lb_099,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_100._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lx_lb_100,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_101._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lx_lb_101,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_102._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lx_lb_102,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_103._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lx_lb_103,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_104._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lx_lb_104,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_105._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lx_lb_105,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_106._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lx_lb_106,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_107._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lx_lb_107,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_108._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lx_lb_108,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_109._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lx_lb_109,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_110._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lx_lb_110,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_111._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lx_lb_111,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_112._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lx_lb_112,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_113._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lx_lb_113,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_114._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lx_lb_114,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_115._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lx_lb_115,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_116._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lx_lb_116,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_117._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lx_lb_117,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_118._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lx_lb_118,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_119._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lx_lb_119,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_lb_120._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesD,MathExtras.RS62Ladder.lr_lx_lb_120,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_001._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_ub_001,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_002._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_ub_002,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
MathExtras.RS62Ladder.lr_lx_ub_003._native.native_decide.ax_1_1,Rs62Certificates,Rs62Certificates.RS62LadderRangeLogLeavesA,MathExtras.RS62Ladder.lr_lx_ub_003,IntervalArith.RatInterval.log_enclose_full,transcendental-enclosure,"Rat (exact, unbounded)",53,747,9,"24-term series, ~29 halving steps, argument ~9 decimal digits",log_enclose_full,exact,0.09245317025652632,17.279443419657852,1
